qname,retries-left,model,num-triples,test,num-predicates,num-known-predicates
d3f:Multi-factorAuthentication,0,ft,0,zero-shot,0,0
d3f:NetworkVulnerabilityAssessment,3,ft,15,zero-shot,13,12
d3f:ApplicationConfigurationHardening,3,ft,22,zero-shot,13,8
d3f:CredentialTransmissionScoping,3,ft,8,zero-shot,7,7
d3f:PassiveLogicalLinkMapping,3,ft,10,zero-shot,10,10
d3f:SystemDependencyMapping,2,ft,63,zero-shot,16,12
d3f:AuthorizationEventThresholding,2,ft,15,zero-shot,14,11
d3f:CredentialRevoking,0,ft,0,zero-shot,0,0
d3f:JobFunctionAccessPatternAnalysis,3,ft,10,zero-shot,7,6
d3f:MandatoryAccessControl,3,ft,10,zero-shot,8,8
d3f:InputDeviceAnalysis,0,ft,0,zero-shot,0,0
d3f:AdministrativeNetworkActivityAnalysis,3,ft,13,zero-shot,10,9
d3f:AccountLocking,3,ft,29,zero-shot,15,12
d3f:RPCTrafficAnalysis,3,ft,41,zero-shot,22,21
d3f:ProcessSpawnAnalysis,0,ft,0,zero-shot,0,0
d3f:DomainAccountMonitoring,3,ft,11,zero-shot,10,9
d3f:FirmwareVerification,3,ft,10,zero-shot,10,10
d3f:TPMBootIntegrity,2,ft,27,zero-shot,8,6
d3f:ExecutableAllowlisting,0,ft,0,zero-shot,0,0
d3f:EmulatedFileAnalysis,3,ft,36,zero-shot,25,18
d3f:GNUGCCStackGuard,3,ft,6,zero-shot,6,5
d3f:LogicalLinkMapping,3,ft,16,zero-shot,12,11
d3f:ByteSequenceEmulation,3,ft,89,zero-shot,19,13
d3f:RelayPatternAnalysis,2,ft,7,zero-shot,7,7
d3f:PeripheralFirmwareVerification,3,ft,7,zero-shot,7,7
d3f:OperationalRiskAssessment,3,ft,36,zero-shot,26,25
d3f:InboundTrafficFiltering,3,ft,12,zero-shot,9,8
d3f:EmailRemoval,3,ft,47,zero-shot,30,17
d3f:PerHostDownload-UploadRatioAnalysis,3,ft,52,zero-shot,21,17
d3f:DataExchangeMapping,0,ft,0,zero-shot,0,0
d3f:FileIntegrityMonitoring,3,ft,6,zero-shot,6,6
d3f:TransferAgentAuthentication,3,ft,12,zero-shot,10,9
d3f:Kernel-basedProcessIsolation,3,ft,11,zero-shot,7,7
d3f:FileContentRules,2,ft,4,zero-shot,4,3
d3f:FileRemoval,3,ft,8,zero-shot,8,8
d3f:DiskEncryption,2,ft,109,zero-shot,54,39
d3f:URLReputationAnalysis,3,ft,6,zero-shot,6,6
d3f:IndirectBranchCallAnalysis,0,ft,0,zero-shot,0,0
d3f:HierarchicalDomainDenylisting,2,ft,0,zero-shot,0,0
d3f:ProcessLineageAnalysis,1,ft,65,zero-shot,38,21
d3f:OrganizationMapping,3,ft,20,zero-shot,17,13
d3f:IPReputationAnalysis,3,ft,8,zero-shot,8,8
d3f:ReverseResolutionDomainDenylisting,2,ft,13,zero-shot,13,10
d3f:FileHashReputationAnalysis,2,ft,10,zero-shot,10,9
d3f:SoftwareUpdate,1,ft,1,zero-shot,1,1
d3f:IdentifierActivityAnalysis,0,ft,0,zero-shot,0,0
d3f:DecoyNetworkResource,3,ft,5,zero-shot,5,5
d3f:ScriptExecutionAnalysis,3,ft,9,zero-shot,9,9
d3f:CertificatePinning,3,ft,33,zero-shot,24,18
d3f:FileAccessPatternAnalysis,3,ft,52,zero-shot,20,16
d3f:NetworkTrafficCommunityDeviation,0,ft,0,zero-shot,0,0
d3f:PassiveCertificateAnalysis,3,ft,23,zero-shot,11,9
d3f:PointerAuthentication,2,ft,45,zero-shot,37,19
d3f:StackFrameCanaryValidation,3,ft,14,zero-shot,11,9
d3f:ProcessTermination,3,ft,16,zero-shot,11,11
d3f:DynamicAnalysis,3,ft,1,zero-shot,1,1
d3f:DNSAllowlisting,3,ft,7,zero-shot,7,7
d3f:MemoryBoundaryTracking,3,ft,24,zero-shot,7,6
d3f:DatabaseQueryStringAnalysis,2,ft,7,zero-shot,7,7
d3f:DeadCodeElimination,3,ft,13,zero-shot,13,11
d3f:ServiceBinaryVerification,0,ft,0,zero-shot,0,0
d3f:DNSTrafficAnalysis,0,ft,0,zero-shot,0,0
d3f:MessageAuthentication,0,ft,0,zero-shot,0,0
d3f:OperatingSystemMonitoring,3,ft,19,zero-shot,8,8
d3f:BootloaderAuthentication,1,ft,1,zero-shot,1,1
d3f:DecoyPersona,3,ft,6,zero-shot,6,6
d3f:PhysicalLinkMapping,3,ft,10,zero-shot,10,10
d3f:SystemFirmwareVerification,3,ft,20,zero-shot,13,12
d3f:OperationalDependencyMapping,0,ft,0,zero-shot,0,0
d3f:SystemCallFiltering,3,ft,7,zero-shot,7,7
d3f:UserAccountPermissions,3,ft,9,zero-shot,9,9
d3f:Client-serverPayloadProfiling,3,ft,57,zero-shot,29,18
d3f:ReverseResolutionIPDenylisting,0,ft,0,zero-shot,0,0
d3f:EmailFiltering,0,ft,0,zero-shot,0,0
d3f:FileEncryption,0,ft,0,zero-shot,0,0
d3f:ExecutableDenylisting,2,ft,38,zero-shot,19,14
d3f:CertificateAnalysis,3,ft,7,zero-shot,6,6
d3f:EncryptedTunnels,0,ft,0,zero-shot,0,0
d3f:HomoglyphDetection,0,ft,0,zero-shot,0,0
d3f:RemoteTerminalSessionDetection,3,ft,9,zero-shot,1,1
d3f:IdentifierReputationAnalysis,3,ft,11,zero-shot,10,10
d3f:IPCTrafficAnalysis,3,ft,32,zero-shot,24,15
d3f:PassivePhysicalLinkMapping,3,ft,5,zero-shot,5,5
d3f:CredentialCompromiseScopeAnalysis,3,ft,34,zero-shot,13,12
d3f:One-timePassword,3,ft,11,zero-shot,9,9
d3f:BiometricAuthentication,3,ft,34,zero-shot,12,9
d3f:DecoyPublicRelease,0,ft,0,zero-shot,0,0
d3f:DecoyFile,0,ft,0,zero-shot,0,0
d3f:SystemVulnerabilityAssessment,3,ft,10,zero-shot,10,10
d3f:SenderReputationAnalysis,3,ft,6,zero-shot,6,6
d3f:DomainTrustPolicy,3,ft,9,zero-shot,9,8
d3f:ProcessSuspension,3,ft,23,zero-shot,16,14
d3f:ConnectedHoneynet,3,ft,11,zero-shot,10,10
d3f:DiscoveryTechnique,1,ft,16,zero-shot,15,11
d3f:ExecutionTechnique,3,ft,34,zero-shot,20,16
d3f:ResourceDevelopmentTechnique,2,ft,27,zero-shot,13,9
d3f:ExfiltrationTechnique,1,ft,10,zero-shot,9,9
d3f:CommandAndControlTechnique,0,ft,0,zero-shot,0,0
d3f:AuthenticationCacheInvalidation,3,ft,10,zero-shot,7,7
d3f:SuspendProcess,2,ft,150,zero-shot,88,34
d3f:TerminateProcess,3,ft,24,zero-shot,20,19
d3f:SegmentAddressOffsetRandomization,0,ft,0,zero-shot,0,0
d3f:ReconnaissanceTechnique,3,ft,29,zero-shot,11,11
d3f:InitialAccessTechnique,0,ft,0,zero-shot,0,0
d3f:CredentialAccessTechnique,0,ft,0,zero-shot,0,0
d3f:CredentialRevoking,3,ft,12,zero-shot,10,10
d3f:DeleteFile,3,ft,5,zero-shot,5,5
d3f:ImpactTechnique,3,ft,22,zero-shot,8,8
d3f:AccountLocking,3,ft,6,zero-shot,6,6
d3f:FileRemoval,0,ft,0,zero-shot,0,0
d3f:CollectionTechnique,3,ft,12,zero-shot,10,10
d3f:ProcessTermination,3,ft,19,zero-shot,13,11
d3f:FreeMemory,3,ft,11,zero-shot,9,9
d3f:DefenseEvasionTechnique,3,ft,18,zero-shot,13,12
d3f:PersistenceTechnique,3,ft,19,zero-shot,13,9
d3f:PrivilegeEscalationTechnique,3,ft,28,zero-shot,14,11
d3f:LateralMovementTechnique,0,ft,0,zero-shot,0,0
d3f:SuspendThread,3,ft,39,zero-shot,26,19
d3f:ProcessSuspension,3,ft,40,zero-shot,22,18
d3f:T1135,3,ft,9,zero-shot,7,7
d3f:T1087,3,ft,44,zero-shot,25,16
d3f:T1619,3,ft,18,zero-shot,13,10
d3f:T1615,2,ft,122,zero-shot,33,19
d3f:T1046,2,ft,93,zero-shot,38,20
d3f:T1613,3,ft,32,zero-shot,17,10
d3f:T1018,3,ft,43,zero-shot,14,12
d3f:T1083,3,ft,20,zero-shot,10,7
d3f:T1057,2,ft,0,zero-shot,0,0
d3f:T1120,0,ft,0,zero-shot,0,0
d3f:T1622,2,ft,20,zero-shot,14,12
d3f:T1010,3,ft,13,zero-shot,12,11
d3f:T1614,3,ft,6,zero-shot,5,4
d3f:T1082,3,ft,50,zero-shot,10,8
d3f:T1049,2,ft,24,zero-shot,19,16
d3f:T1213,2,ft,106,zero-shot,59,18
d3f:T1518,2,ft,46,zero-shot,30,12
d3f:T1201,2,ft,27,zero-shot,25,12
d3f:T1152,3,ft,25,zero-shot,14,11
d3f:T1191,2,ft,22,zero-shot,16,12
d3f:T1154,3,ft,101,zero-shot,37,17
d3f:T1028,3,ft,23,zero-shot,14,10
d3f:T1196,3,ft,13,zero-shot,12,8
d3f:T1569,2,ft,95,zero-shot,25,20
d3f:T1170,3,ft,31,zero-shot,25,17
d3f:T1072,3,ft,13,zero-shot,11,8
d3f:T1106,3,ft,19,zero-shot,15,12
d3f:T1218,3,ft,11,zero-shot,9,9
d3f:T1053,3,ft,50,zero-shot,31,17
d3f:T1168,3,ft,22,zero-shot,10,8
d3f:T1177,3,ft,48,zero-shot,26,17
d3f:T1559,3,ft,24,zero-shot,20,18
d3f:T1609,3,ft,37,zero-shot,25,18
d3f:T1151,0,ft,0,zero-shot,0,0
d3f:T1121,2,ft,73,zero-shot,39,23
d3f:T1204,3,ft,39,zero-shot,20,14
d3f:T1610,2,ft,110,zero-shot,23,13
d3f:T1608,3,ft,16,zero-shot,11,7
d3f:T1585,3,ft,7,zero-shot,7,6
d3f:T1011,3,ft,58,zero-shot,16,12
d3f:T1048,3,ft,29,zero-shot,25,12
d3f:T1022,3,ft,37,zero-shot,27,16
d3f:T1052,3,ft,125,zero-shot,67,26
d3f:T1537,2,ft,21,zero-shot,13,13
d3f:T1041,3,ft,63,zero-shot,44,28
d3f:T1030,3,ft,46,zero-shot,13,11
d3f:T1079,1,ft,188,zero-shot,64,23
d3f:T1188,3,ft,8,zero-shot,8,5
d3f:T1573,0,ft,0,zero-shot,0,0
d3f:T1205,3,ft,21,zero-shot,21,18
d3f:T1172,0,ft,0,zero-shot,0,0
d3f:T1132,3,ft,28,zero-shot,13,10
d3f:T1571,3,ft,33,zero-shot,18,13
d3f:T1572,3,ft,20,zero-shot,17,13
d3f:T1065,3,ft,11,zero-shot,11,8
d3f:T1001,3,ft,12,zero-shot,10,8
d3f:T1032,1,ft,11,zero-shot,11,10
d3f:Deceive,0,gpt-4,0,zero-shot,0,0
d3f:Detect,3,gpt-4,10,zero-shot,9,9
d3f:Evict,3,gpt-4,9,zero-shot,9,9
d3f:Isolate,3,gpt-4,8,zero-shot,7,7
d3f:Harden,3,gpt-4,6,zero-shot,6,6
d3f:Model,3,gpt-4,4,zero-shot,4,4
d3f:CredentialEviction,3,gpt-4,6,zero-shot,6,6
d3f:ExecutionIsolation,3,gpt-4,6,zero-shot,6,6
d3f:CredentialHardening,3,gpt-4,9,zero-shot,8,8
d3f:DecoyObject,3,gpt-4,5,zero-shot,5,5
d3f:ProcessEviction,3,gpt-4,10,zero-shot,9,8
d3f:ApplicationHardening,3,gpt-4,7,zero-shot,7,7
d3f:PlatformHardening,3,gpt-4,6,zero-shot,6,6
d3f:UserBehaviorAnalysis,3,gpt-4,5,zero-shot,5,5
d3f:NetworkIsolation,3,gpt-4,6,zero-shot,6,6
d3f:FileAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:FileEviction,3,gpt-4,6,zero-shot,6,6
d3f:IdentifierAnalysis,3,gpt-4,11,zero-shot,10,10
d3f:NetworkTrafficAnalysis,3,gpt-4,8,zero-shot,8,7
d3f:MessageAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:OperationalActivityMapping,3,gpt-4,5,zero-shot,5,5
d3f:DecoyEnvironment,3,gpt-4,7,zero-shot,7,7
d3f:OperatingSystemMonitoring,3,gpt-4,9,zero-shot,8,8
d3f:PlatformMonitoring,3,gpt-4,6,zero-shot,6,6
d3f:NetworkMapping,3,gpt-4,8,zero-shot,8,8
d3f:ProcessAnalysis,3,gpt-4,8,zero-shot,8,8
d3f:AssetInventory,3,gpt-4,13,zero-shot,8,8
d3f:MessageHardening,3,gpt-4,9,zero-shot,9,8
d3f:SystemMapping,3,gpt-4,8,zero-shot,7,7
d3f:URLAnalysis,3,gpt-4,14,zero-shot,11,11
d3f:FileHashing,3,gpt-4,8,zero-shot,8,8
d3f:AssetVulnerabilityEnumeration,3,gpt-4,8,zero-shot,7,7
d3f:UserGeolocationLogonPatternAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:ForwardResolutionIPDenylisting,3,gpt-4,6,zero-shot,6,6
d3f:RFShielding,3,gpt-4,8,zero-shot,8,8
d3f:AccessModeling,3,gpt-4,8,zero-shot,8,8
d3f:DecoyUserCredential,3,gpt-4,6,zero-shot,6,6
d3f:LocalAccountMonitoring,3,gpt-4,8,zero-shot,7,7
d3f:IOPortRestriction,3,gpt-4,7,zero-shot,7,7
d3f:AuthenticationEventThresholding,3,gpt-4,8,zero-shot,8,8
d3f:FileCreationAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:InboundSessionVolumeAnalysis,3,gpt-4,8,zero-shot,8,8
d3f:ExceptionHandlerPointerValidation,3,gpt-4,8,zero-shot,7,6
d3f:ProtocolMetadataAnomalyDetection,3,gpt-4,7,zero-shot,7,6
d3f:ProcessSegmentExecutionPrevention,3,gpt-4,7,zero-shot,7,7
d3f:DomainNameReputationAnalysis,3,gpt-4,6,zero-shot,6,6
d3f:SystemInitConfigAnalysis,3,gpt-4,8,zero-shot,7,7
d3f:SystemDaemonMonitoring,3,gpt-4,7,zero-shot,7,7
d3f:DecoySessionToken,3,gpt-4,6,zero-shot,6,6
d3f:ActivePhysicalLinkMapping,3,gpt-4,6,zero-shot,6,6
d3f:ScheduledJobAnalysis,3,gpt-4,16,zero-shot,11,11
d3f:SessionDurationAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:MicrosoftVCCLCompilerToolBufferSecurityCheck,3,gpt-4,8,zero-shot,7,4
d3f:SystemConfigurationPermissions,3,gpt-4,7,zero-shot,7,7
d3f:SoftwareInventory,3,gpt-4,7,zero-shot,7,7
d3f:AuthenticationCacheInvalidation,3,gpt-4,9,zero-shot,9,9
d3f:DriverLoadIntegrityChecking,3,gpt-4,9,zero-shot,9,8
d3f:FirmwareBehaviorAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:EndpointHealthBeacon,3,gpt-4,7,zero-shot,7,7
d3f:ServiceDependencyMapping,3,gpt-4,7,zero-shot,7,7
d3f:StandaloneHoneynet,3,gpt-4,9,zero-shot,9,9
d3f:NetworkTrafficPolicyMapping,3,gpt-4,7,zero-shot,7,7
d3f:UserSessionInitConfigAnalysis,3,gpt-4,5,zero-shot,5,5
d3f:DNSDenylisting,3,gpt-4,7,zero-shot,7,6
d3f:CredentialRotation,3,gpt-4,6,zero-shot,6,6
d3f:StrongPasswordPolicy,3,gpt-4,10,zero-shot,8,7
d3f:OutboundTrafficFiltering,3,gpt-4,6,zero-shot,6,6
d3f:HardwareComponentInventory,3,gpt-4,8,zero-shot,8,8
d3f:Certificate-basedAuthentication,3,gpt-4,5,zero-shot,5,5
d3f:ProcessSelf-ModificationDetection,3,gpt-4,9,zero-shot,9,9
d3f:SegmentAddressOffsetRandomization,3,gpt-4,7,zero-shot,7,7
d3f:FileCarving,3,gpt-4,7,zero-shot,7,7
d3f:ForwardResolutionDomainDenylisting,3,gpt-4,8,zero-shot,8,8
d3f:ActiveLogicalLinkMapping,3,gpt-4,8,zero-shot,8,8
d3f:ConfigurationInventory,3,gpt-4,15,zero-shot,8,8
d3f:ResourceAccessPatternAnalysis,3,gpt-4,8,zero-shot,7,7
d3f:ShadowStackComparisons,3,gpt-4,6,zero-shot,6,6
d3f:DataInventory,1,gpt-4,13,zero-shot,7,7
d3f:LocalFilePermissions,3,gpt-4,7,zero-shot,7,7
d3f:BroadcastDomainIsolation,3,gpt-4,4,zero-shot,4,4
d3f:IntegratedHoneynet,3,gpt-4,11,zero-shot,10,8
d3f:ProcessCodeSegmentVerification,3,gpt-4,8,zero-shot,8,8
d3f:SystemFileAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:WebSessionActivityAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:SenderMTAReputationAnalysis,3,gpt-4,7,zero-shot,6,6
d3f:MessageEncryption,3,gpt-4,9,zero-shot,8,8
d3f:HomoglyphDenylisting,3,gpt-4,7,zero-shot,7,7
d3f:NetworkTrafficFiltering,3,gpt-4,21,zero-shot,14,14
d3f:UserDataTransferAnalysis,3,gpt-4,6,zero-shot,6,6
d3f:Hardware-basedProcessIsolation,3,gpt-4,7,zero-shot,7,7
d3f:SystemCallAnalysis,3,gpt-4,9,zero-shot,9,9
d3f:NetworkNodeInventory,3,gpt-4,18,zero-shot,12,11
d3f:ActiveCertificateAnalysis,3,gpt-4,6,zero-shot,6,6
d3f:FirmwareEmbeddedMonitoringCode,0,gpt-4,0,zero-shot,0,0
d3f:ConnectionAttemptAnalysis,3,gpt-4,6,zero-shot,6,6
d3f:Multi-factorAuthentication,3,gpt-4,7,zero-shot,7,7
d3f:NetworkVulnerabilityAssessment,3,gpt-4,9,zero-shot,8,8
d3f:ApplicationConfigurationHardening,3,gpt-4,8,zero-shot,8,8
d3f:CredentialTransmissionScoping,3,gpt-4,11,zero-shot,10,10
d3f:PassiveLogicalLinkMapping,3,gpt-4,6,zero-shot,6,6
d3f:SystemDependencyMapping,3,gpt-4,6,zero-shot,6,6
d3f:AuthorizationEventThresholding,3,gpt-4,8,zero-shot,8,8
d3f:CredentialRevoking,3,gpt-4,4,zero-shot,4,4
d3f:JobFunctionAccessPatternAnalysis,3,gpt-4,7,zero-shot,7,5
d3f:MandatoryAccessControl,3,gpt-4,8,zero-shot,8,8
d3f:InputDeviceAnalysis,3,gpt-4,6,zero-shot,6,6
d3f:AdministrativeNetworkActivityAnalysis,3,gpt-4,8,zero-shot,8,8
d3f:AccountLocking,3,gpt-4,6,zero-shot,6,6
d3f:RPCTrafficAnalysis,3,gpt-4,4,zero-shot,4,4
d3f:ProcessSpawnAnalysis,3,gpt-4,8,zero-shot,8,8
d3f:DomainAccountMonitoring,3,gpt-4,9,zero-shot,9,9
d3f:FirmwareVerification,3,gpt-4,10,zero-shot,8,6
d3f:TPMBootIntegrity,3,gpt-4,8,zero-shot,8,8
d3f:ExecutableAllowlisting,3,gpt-4,10,zero-shot,10,10
d3f:EmulatedFileAnalysis,3,gpt-4,7,zero-shot,7,6
d3f:GNUGCCStackGuard,3,gpt-4,8,zero-shot,8,8
d3f:LogicalLinkMapping,3,gpt-4,5,zero-shot,5,5
d3f:ByteSequenceEmulation,3,gpt-4,7,zero-shot,7,7
d3f:RelayPatternAnalysis,3,gpt-4,5,zero-shot,5,5
d3f:PeripheralFirmwareVerification,3,gpt-4,9,zero-shot,8,8
d3f:OperationalRiskAssessment,2,gpt-4,7,zero-shot,7,7
d3f:InboundTrafficFiltering,3,gpt-4,7,zero-shot,7,7
d3f:EmailRemoval,3,gpt-4,7,zero-shot,7,7
d3f:PerHostDownload-UploadRatioAnalysis,3,gpt-4,8,zero-shot,7,7
d3f:DataExchangeMapping,3,gpt-4,5,zero-shot,5,5
d3f:FileIntegrityMonitoring,3,gpt-4,9,zero-shot,9,9
d3f:TransferAgentAuthentication,3,gpt-4,8,zero-shot,8,8
d3f:Kernel-basedProcessIsolation,2,gpt-4,7,zero-shot,7,6
d3f:FileContentRules,3,gpt-4,6,zero-shot,6,6
d3f:FileRemoval,3,gpt-4,9,zero-shot,9,9
d3f:DiskEncryption,3,gpt-4,6,zero-shot,6,6
d3f:URLReputationAnalysis,3,gpt-4,9,zero-shot,8,5
d3f:IndirectBranchCallAnalysis,3,gpt-4,8,zero-shot,7,7
d3f:HierarchicalDomainDenylisting,3,gpt-4,7,zero-shot,7,7
d3f:ProcessLineageAnalysis,3,gpt-4,6,zero-shot,6,6
d3f:OrganizationMapping,3,gpt-4,10,zero-shot,10,10
d3f:IPReputationAnalysis,3,gpt-4,8,zero-shot,8,8
d3f:ReverseResolutionDomainDenylisting,3,gpt-4,8,zero-shot,8,8
d3f:FileHashReputationAnalysis,3,gpt-4,8,zero-shot,8,8
d3f:SoftwareUpdate,3,gpt-4,28,zero-shot,12,12
d3f:IdentifierActivityAnalysis,3,gpt-4,8,zero-shot,8,8
d3f:DecoyNetworkResource,3,gpt-4,8,zero-shot,8,8
d3f:ScriptExecutionAnalysis,3,gpt-4,5,zero-shot,5,5
d3f:CertificatePinning,3,gpt-4,7,zero-shot,7,7
d3f:FileAccessPatternAnalysis,2,gpt-4,9,zero-shot,9,9
d3f:NetworkTrafficCommunityDeviation,3,gpt-4,8,zero-shot,8,5
d3f:PassiveCertificateAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:PointerAuthentication,3,gpt-4,6,zero-shot,6,6
d3f:StackFrameCanaryValidation,3,gpt-4,6,zero-shot,6,5
d3f:ProcessTermination,0,gpt-4,0,zero-shot,0,0
d3f:DynamicAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:DNSAllowlisting,3,gpt-4,6,zero-shot,6,6
d3f:MemoryBoundaryTracking,3,gpt-4,6,zero-shot,6,6
d3f:DatabaseQueryStringAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:DeadCodeElimination,3,gpt-4,4,zero-shot,4,4
d3f:ServiceBinaryVerification,3,gpt-4,7,zero-shot,7,5
d3f:DNSTrafficAnalysis,3,gpt-4,7,zero-shot,7,7
d3f:MessageAuthentication,3,gpt-4,8,zero-shot,8,8
d3f:OperatingSystemMonitoring,3,gpt-4,8,zero-shot,8,8
d3f:BootloaderAuthentication,3,gpt-4,9,zero-shot,9,9
d3f:DecoyPersona,3,gpt-4,7,zero-shot,7,7
d3f:PhysicalLinkMapping,3,gpt-4,6,zero-shot,6,6
d3f:SystemFirmwareVerification,3,gpt-4,7,zero-shot,7,7
d3f:OperationalDependencyMapping,3,gpt-4,8,zero-shot,8,8
d3f:SystemCallFiltering,3,gpt-4,21,zero-shot,16,16
d3f:UserAccountPermissions,3,gpt-4,8,zero-shot,8,8
d3f:Client-serverPayloadProfiling,3,gpt-4,5,zero-shot,5,5
d3f:ReverseResolutionIPDenylisting,3,gpt-4,7,zero-shot,7,7
d3f:EmailFiltering,3,gpt-4,5,zero-shot,5,5
d3f:FileEncryption,3,gpt-4,6,zero-shot,6,6
d3f:ExecutableDenylisting,3,gpt-4,8,zero-shot,8,8
d3f:CertificateAnalysis,3,gpt-4,16,zero-shot,12,12
d3f:EncryptedTunnels,2,gpt-4,6,zero-shot,6,6
d3f:HomoglyphDetection,2,gpt-4,7,zero-shot,7,7
d3f:RemoteTerminalSessionDetection,3,gpt-4,7,zero-shot,7,7
d3f:IdentifierReputationAnalysis,3,gpt-4,6,zero-shot,6,5
d3f:IPCTrafficAnalysis,3,gpt-4,4,zero-shot,4,4
d3f:PassivePhysicalLinkMapping,3,gpt-4,7,zero-shot,7,7
d3f:CredentialCompromiseScopeAnalysis,3,gpt-4,8,zero-shot,7,7
d3f:One-timePassword,3,gpt-4,16,zero-shot,5,5
d3f:BiometricAuthentication,3,gpt-4,8,zero-shot,8,8
d3f:DecoyPublicRelease,3,gpt-4,7,zero-shot,7,7
d3f:DecoyFile,3,gpt-4,7,zero-shot,7,7
d3f:SystemVulnerabilityAssessment,3,gpt-4,9,zero-shot,9,9
d3f:SenderReputationAnalysis,3,gpt-4,9,zero-shot,8,6
d3f:DomainTrustPolicy,2,gpt-4,6,zero-shot,6,6
d3f:ProcessSuspension,3,gpt-4,5,zero-shot,5,5
d3f:ConnectedHoneynet,3,gpt-4,5,zero-shot,5,5
d3f:DiscoveryTechnique,3,gpt-4,8,zero-shot,8,8
d3f:ExecutionTechnique,3,gpt-4,13,zero-shot,9,8
d3f:ResourceDevelopmentTechnique,2,gpt-4,7,zero-shot,7,7
d3f:ExfiltrationTechnique,3,gpt-4,10,zero-shot,9,9
d3f:CommandAndControlTechnique,3,gpt-4,7,zero-shot,7,7
d3f:AuthenticationCacheInvalidation,3,gpt-4,6,zero-shot,6,6
d3f:SuspendProcess,3,gpt-4,7,zero-shot,7,7
d3f:TerminateProcess,3,gpt-4,8,zero-shot,8,8
d3f:SegmentAddressOffsetRandomization,3,gpt-4,8,zero-shot,8,6
d3f:ReconnaissanceTechnique,3,gpt-4,7,zero-shot,7,7
d3f:InitialAccessTechnique,3,gpt-4,4,zero-shot,4,4
d3f:CredentialAccessTechnique,3,gpt-4,7,zero-shot,7,7
d3f:CredentialRevoking,3,gpt-4,5,zero-shot,5,5
d3f:DeleteFile,3,gpt-4,7,zero-shot,7,7
d3f:ImpactTechnique,3,gpt-4,5,zero-shot,5,5
d3f:AccountLocking,3,gpt-4,10,zero-shot,10,9
d3f:FileRemoval,3,gpt-4,7,zero-shot,7,5
d3f:CollectionTechnique,3,gpt-4,6,zero-shot,5,5
d3f:ProcessTermination,3,gpt-4,9,zero-shot,9,9
d3f:FreeMemory,3,gpt-4,16,zero-shot,13,9
d3f:DefenseEvasionTechnique,3,gpt-4,7,zero-shot,7,7
d3f:PersistenceTechnique,3,gpt-4,5,zero-shot,5,5
d3f:PrivilegeEscalationTechnique,3,gpt-4,4,zero-shot,4,4
d3f:LateralMovementTechnique,3,gpt-4,6,zero-shot,6,6
d3f:SuspendThread,3,gpt-4,6,zero-shot,5,5
d3f:ProcessSuspension,3,gpt-4,8,zero-shot,8,8
d3f:T1135,3,gpt-4,8,zero-shot,8,7
d3f:T1087,3,gpt-4,7,zero-shot,7,7
d3f:T1619,3,gpt-4,6,zero-shot,6,6
d3f:T1615,3,gpt-4,7,zero-shot,7,7
d3f:T1046,3,gpt-4,6,zero-shot,6,6
d3f:T1613,3,gpt-4,8,zero-shot,8,8
d3f:T1018,3,gpt-4,5,zero-shot,5,5
d3f:T1083,3,gpt-4,8,zero-shot,8,8
d3f:T1057,3,gpt-4,15,zero-shot,11,9
d3f:T1120,3,gpt-4,7,zero-shot,7,7
d3f:T1622,3,gpt-4,8,zero-shot,8,8
d3f:T1010,3,gpt-4,6,zero-shot,6,6
d3f:T1614,3,gpt-4,14,zero-shot,11,11
d3f:T1082,3,gpt-4,5,zero-shot,5,5
d3f:T1049,3,gpt-4,8,zero-shot,8,8
d3f:T1213,3,gpt-4,7,zero-shot,7,6
d3f:T1518,3,gpt-4,9,zero-shot,9,9
d3f:T1201,3,gpt-4,8,zero-shot,8,8
d3f:T1152,3,gpt-4,14,zero-shot,10,7
d3f:T1191,0,gpt-4,0,zero-shot,0,0
d3f:T1154,3,gpt-4,7,zero-shot,7,7
d3f:T1028,3,gpt-4,5,zero-shot,5,5
d3f:T1196,3,gpt-4,7,zero-shot,6,6
d3f:T1569,3,gpt-4,7,zero-shot,7,7
d3f:T1170,3,gpt-4,5,zero-shot,5,5
d3f:T1072,3,gpt-4,7,zero-shot,7,7
d3f:T1106,2,gpt-4,11,zero-shot,8,6
d3f:T1218,3,gpt-4,9,zero-shot,8,7
d3f:T1053,3,gpt-4,5,zero-shot,5,5
d3f:T1168,3,gpt-4,9,zero-shot,8,8
d3f:T1177,3,gpt-4,11,zero-shot,10,8
d3f:T1559,3,gpt-4,7,zero-shot,7,6
d3f:T1609,2,gpt-4,5,zero-shot,5,5
d3f:T1151,3,gpt-4,6,zero-shot,5,5
d3f:T1121,3,gpt-4,6,zero-shot,6,6
d3f:T1204,3,gpt-4,6,zero-shot,6,6
d3f:T1610,3,gpt-4,6,zero-shot,6,5
